Transcript: fichário da Capricho 
confidence: 0.5694495439529419 

Word: fichário, start_time: 0.0, end_time: 57.9 
Word: Britney, start_time: 1934.3, end_time: 1935.0 
Word: ever, start_time: 1935.0, end_time: 1935.9 
Word: known, start_time: 1935.9, end_time: 1936.5 
Word: Better, start_time: 1936.5, end_time: 1936.8 
Word: Than, start_time: 1936.8, end_time: 1937.0 
Word: Sacrifice, start_time: 1937.0, end_time: 1937.4 
Word: at, start_time: 1937.4, end_time: 1938.7 
Word: me, start_time: 1938.7, end_time: 1939.3 
Word: up, start_time: 1939.3, end_time: 1939.5 
Word: the, start_time: 1939.5, end_time: 1939.7 
Word: speakers, start_time: 1939.7, end_time: 1939.8 
Word: de, start_time: 1939.8, end_time: 1940.6 
Word: Soleil, start_time: 1940.6, end_time: 1942.1 
Word: executivos, start_time: 1942.1, end_time: 1944.6 
Word: e, start_time: 1944.6, end_time: 1944.7 
Word: legislativos, start_time: 1944.7, end_time: 1947.8 
Word: tênis, start_time: 1947.8, end_time: 1948.3 
Word: holográfico, start_time: 1948.3, end_time: 1949.8 
Word: amplificadores, start_time: 1949.8, end_time: 1951.8 
Word: antigos, start_time: 1951.8, end_time: 1952.2 
Transcript:  Strada Cabine Dupla em Fúria 2016 castelo de crochê diferentes 
confidence: 0.8403022885322571 

Word: Strada, start_time: 1960.3, end_time: 1962.2 
Word: Cabine, start_time: 1962.2, end_time: 1973.2 
Word: Dupla, start_time: 1973.2, end_time: 1973.5 
Word: em, start_time: 1973.5, end_time: 1974.4 
Word: Fúria, start_time: 1974.4, end_time: 1974.7 
Word: 2016, start_time: 1974.7, end_time: 1979.3 
Word: castelo, start_time: 1979.3, end_time: 1985.2 
Word: de, start_time: 1985.2, end_time: 1985.5 
Word: crochê, start_time: 1985.5, end_time: 1985.8 
Word: diferentes, start_time: 1985.8, end_time: 1990.1 
Transcript:  inocente sabe was born to be gay de negão cheirinho processo 08 falando da mãe três vezes amor não leva o Plasil por bairros bonitos e Santiago chegamos desejo salvar no Apolo e flecha hexato tecnologia em mecânica amador site do Turbo L200 Triton modelo de força 
confidence: 0.8113043904304504 

Word: inocente, start_time: 1999.9, end_time: 2001.7 
Word: sabe, start_time: 2001.7, end_time: 2001.8 
Word: was, start_time: 2001.8, end_time: 2002.2 
Word: born, start_time: 2002.2, end_time: 2002.6 
Word: to, start_time: 2002.6, end_time: 2002.9 
Word: be, start_time: 2002.9, end_time: 2003.0 
Word: gay, start_time: 2003.0, end_time: 2004.7 
Word: de, start_time: 2004.7, end_time: 2013.1 
Word: negão, start_time: 2013.1, end_time: 2013.7 
Word: cheirinho, start_time: 2013.7, end_time: 2014.2 
Word: processo, start_time: 2014.2, end_time: 2014.9 
Word: 08, start_time: 2014.9, end_time: 2015.9 
Word: falando, start_time: 2015.9, end_time: 2017.1 
Word: da, start_time: 2017.1, end_time: 2017.3 
Word: mãe, start_time: 2017.3, end_time: 2017.8 
Word: três, start_time: 2017.8, end_time: 2019.9 
Word: vezes, start_time: 2019.9, end_time: 2020.1 
Word: amor, start_time: 2020.1, end_time: 2021.7 
Word: não, start_time: 2021.7, end_time: 2023.0 
Word: leva, start_time: 2023.0, end_time: 2024.2 
Word: o, start_time: 2024.2, end_time: 2024.4 
Word: Plasil, start_time: 2024.4, end_time: 2025.0 
Word: por, start_time: 2025.0, end_time: 2025.5 
Word: bairros, start_time: 2025.5, end_time: 2025.9 
Word: bonitos, start_time: 2025.9, end_time: 2027.2 
Word: e, start_time: 2027.2, end_time: 2027.7 
Word: Santiago, start_time: 2027.7, end_time: 2028.3 
Word: chegamos, start_time: 2028.3, end_time: 2029.4 
Word: desejo, start_time: 2029.4, end_time: 2029.7 
Word: salvar, start_time: 2029.7, end_time: 2030.0 
Word: no, start_time: 2030.0, end_time: 2030.4 
Word: Apolo, start_time: 2030.4, end_time: 2030.7 
Word: e, start_time: 2030.7, end_time: 2030.8 
Word: flecha, start_time: 2030.8, end_time: 2031.3 
Word: hexato, start_time: 2031.3, end_time: 2032.3 
Word: tecnologia, start_time: 2032.3, end_time: 2032.3 
Word: em, start_time: 2032.3, end_time: 2033.7 
Word: mecânica, start_time: 2033.7, end_time: 2035.9 
Word: amador, start_time: 2035.9, end_time: 2038.5 
Word: site, start_time: 2038.5, end_time: 2039.5 
Word: do, start_time: 2039.5, end_time: 2039.6 
Word: Turbo, start_time: 2039.6, end_time: 2040.2 
Word: L200, start_time: 2040.2, end_time: 2041.2 
Word: Triton, start_time: 2041.2, end_time: 2043.3 
Word: modelo, start_time: 2043.3, end_time: 2045.3 
Word: de, start_time: 2045.3, end_time: 2046.4 
Word: força, start_time: 2046.4, end_time: 2046.8 
Transcript:  torcida gay maior possível entre os muros são de Vênus there's not a function 1874 Datasheet l7805cv entendeu fuzil em especial levantar igual eu levo nada Cifra Club Your Love filmes de terror seu Banco Itaú Itajubá eu sou delinquente em nossas caminhadas tédio por isso eu levo no perfil é bolivarianismo Olhos Famintos 
confidence: 0.9002608060836792 

Word: torcida, start_time: 2048.6, end_time: 2050.5 
Word: gay, start_time: 2050.5, end_time: 2051.2 
Word: maior, start_time: 2051.2, end_time: 2051.2 
Word: possível, start_time: 2051.2, end_time: 2052.9 
Word: entre, start_time: 2052.9, end_time: 2054.2 
Word: os, start_time: 2054.2, end_time: 2054.4 
Word: muros, start_time: 2054.4, end_time: 2054.5 
Word: são, start_time: 2054.5, end_time: 2054.7 
Word: de, start_time: 2054.7, end_time: 2054.8 
Word: Vênus, start_time: 2054.8, end_time: 2055.1 
Word: there's, start_time: 2055.1, end_time: 2055.7 
Word: not, start_time: 2055.7, end_time: 2055.9 
Word: a, start_time: 2055.9, end_time: 2056.6 
Word: function, start_time: 2056.6, end_time: 2057.5 
Word: 1874, start_time: 2057.5, end_time: 2063.3 
Word: Datasheet, start_time: 2063.3, end_time: 2064.2 
Word: l7805cv, start_time: 2064.2, end_time: 2070.3 
Word: entendeu, start_time: 2070.3, end_time: 2073.1 
Word: fuzil, start_time: 2073.1, end_time: 2073.5 
Word: em, start_time: 2073.5, end_time: 2073.6 
Word: especial, start_time: 2073.6, end_time: 2074.2 
Word: levantar, start_time: 2074.2, end_time: 2074.3 
Word: igual, start_time: 2074.3, end_time: 2075.3 
Word: eu, start_time: 2075.3, end_time: 2076.3 
Word: levo, start_time: 2076.3, end_time: 2076.8 
Word: nada, start_time: 2076.8, end_time: 2077.6 
Word: Cifra, start_time: 2077.6, end_time: 2078.9 
Word: Club, start_time: 2078.9, end_time: 2079.2 
Word: Your, start_time: 2079.2, end_time: 2081.4 
Word: Love, start_time: 2081.4, end_time: 2082.3 
Word: filmes, start_time: 2082.3, end_time: 2084.9 
Word: de, start_time: 2084.9, end_time: 2085.0 
Word: terror, start_time: 2085.0, end_time: 2085.5 
Word: seu, start_time: 2085.5, end_time: 2085.8 
Word: Banco, start_time: 2085.8, end_time: 2086.2 
Word: Itaú, start_time: 2086.2, end_time: 2086.8 
Word: Itajubá, start_time: 2086.8, end_time: 2087.2 
Word: eu, start_time: 2087.2, end_time: 2088.0 
Word: sou, start_time: 2088.0, end_time: 2088.1 
Word: delinquente, start_time: 2088.1, end_time: 2088.3 
Word: em, start_time: 2088.3, end_time: 2089.1 
Word: nossas, start_time: 2089.1, end_time: 2089.6 
Word: caminhadas, start_time: 2089.6, end_time: 2090.3 
Word: tédio, start_time: 2090.3, end_time: 2090.8 
Word: por, start_time: 2090.8, end_time: 2091.2 
Word: isso, start_time: 2091.2, end_time: 2091.6 
Word: eu, start_time: 2091.6, end_time: 2091.8 
Word: levo, start_time: 2091.8, end_time: 2092.3 
Word: no, start_time: 2092.3, end_time: 2092.6 
Word: perfil, start_time: 2092.6, end_time: 2093.6 
Word: é, start_time: 2093.6, end_time: 2093.7 
Word: bolivarianismo, start_time: 2093.7, end_time: 2095.0 
Word: Olhos, start_time: 2095.0, end_time: 2096.0 
Word: Famintos, start_time: 2096.0, end_time: 2096.4 
Transcript:  no tablet how to take photos of Sleeping Beauty beautiful Glory online Os Guerreiros Lendários em Itainópolis viu vários não deixa a roupa molhada Cristian e Ralf Valdirene and two minutes more trouble just And Beautiful of World without you no YouTube Gusttavo Lima investe em Guarulhos no centro de atendimento ao cliente corporativo 
confidence: 0.9530157446861267 

Word: no, start_time: 2098.3, end_time: 2098.7 
Word: tablet, start_time: 2098.7, end_time: 2099.4 
Word: how, start_time: 2099.4, end_time: 2099.7 
Word: to, start_time: 2099.7, end_time: 2099.9 
Word: take, start_time: 2099.9, end_time: 2100.2 
Word: photos, start_time: 2100.2, end_time: 2100.5 
Word: of, start_time: 2100.5, end_time: 2101.6 
Word: Sleeping, start_time: 2101.6, end_time: 2102.7 
Word: Beauty, start_time: 2102.7, end_time: 2102.8 
Word: beautiful, start_time: 2102.8, end_time: 2105.2 
Word: Glory, start_time: 2105.2, end_time: 2105.9 
Word: online, start_time: 2105.9, end_time: 2107.2 
Word: Os, start_time: 2107.2, end_time: 2108.6 
Word: Guerreiros, start_time: 2108.6, end_time: 2109.1 
Word: Lendários, start_time: 2109.1, end_time: 2110.1 
Word: em, start_time: 2110.1, end_time: 2110.1 
Word: Itainópolis, start_time: 2110.1, end_time: 2111.1 
Word: viu, start_time: 2111.1, end_time: 2112.6 
Word: vários, start_time: 2112.6, end_time: 2113.1 
Word: não, start_time: 2113.1, end_time: 2113.3 
Word: deixa, start_time: 2113.3, end_time: 2114.5 
Word: a, start_time: 2114.5, end_time: 2115.0 
Word: roupa, start_time: 2115.0, end_time: 2115.4 
Word: molhada, start_time: 2115.4, end_time: 2116.0 
Word: Cristian, start_time: 2116.0, end_time: 2118.1 
Word: e, start_time: 2118.1, end_time: 2118.4 
Word: Ralf, start_time: 2118.4, end_time: 2119.2 
Word: Valdirene, start_time: 2119.2, end_time: 2120.3 
Word: and, start_time: 2120.3, end_time: 2120.5 
Word: two, start_time: 2120.5, end_time: 2121.5 
Word: minutes, start_time: 2121.5, end_time: 2123.0 
Word: more, start_time: 2123.0, end_time: 2123.6 
Word: trouble, start_time: 2123.6, end_time: 2124.9 
Word: just, start_time: 2124.9, end_time: 2125.8 
Word: And, start_time: 2125.8, end_time: 2126.4 
Word: Beautiful, start_time: 2126.4, end_time: 2128.6 
Word: of, start_time: 2128.6, end_time: 2129.1 
Word: World, start_time: 2129.1, end_time: 2129.7 
Word: without, start_time: 2129.7, end_time: 2130.3 
Word: you, start_time: 2130.3, end_time: 2130.7 
Word: no, start_time: 2130.7, end_time: 2131.0 
Word: YouTube, start_time: 2131.0, end_time: 2131.5 
Word: Gusttavo, start_time: 2131.5, end_time: 2133.5 
Word: Lima, start_time: 2133.5, end_time: 2136.2 
Word: investe, start_time: 2136.2, end_time: 2137.8 
Word: em, start_time: 2137.8, end_time: 2138.0 
Word: Guarulhos, start_time: 2138.0, end_time: 2139.1 
Word: no, start_time: 2139.1, end_time: 2139.4 
Word: centro, start_time: 2139.4, end_time: 2139.5 
Word: de, start_time: 2139.5, end_time: 2139.9 
Word: atendimento, start_time: 2139.9, end_time: 2140.4 
Word: ao, start_time: 2140.4, end_time: 2142.1 
Word: cliente, start_time: 2142.1, end_time: 2142.2 
Word: corporativo, start_time: 2142.2, end_time: 2150.6 
Transcript:  amor Sublime tem no núcleo que é tecnológico e Belutti Ronaldo sendo filtro de cabine Volvo qualificado para casar bennie And Forever My brother is much bigger the better better better better off just finished cheio de paz saúde prosperidade e o menor 
confidence: 0.7895649075508118 

Word: amor, start_time: 2158.2, end_time: 2161.2 
Word: Sublime, start_time: 2161.2, end_time: 2163.1 
Word: tem, start_time: 2163.1, end_time: 2163.6 
Word: no, start_time: 2163.6, end_time: 2163.9 
Word: núcleo, start_time: 2163.9, end_time: 2165.8 
Word: que, start_time: 2165.8, end_time: 2166.1 
Word: é, start_time: 2166.1, end_time: 2166.1 
Word: tecnológico, start_time: 2166.1, end_time: 2167.6 
Word: e, start_time: 2167.6, end_time: 2168.4 
Word: Belutti, start_time: 2168.4, end_time: 2171.8 
Word: Ronaldo, start_time: 2171.8, end_time: 2172.5 
Word: sendo, start_time: 2172.5, end_time: 2172.8 
Word: filtro, start_time: 2172.8, end_time: 2173.2 
Word: de, start_time: 2173.2, end_time: 2174.4 
Word: cabine, start_time: 2174.4, end_time: 2174.6 
Word: Volvo, start_time: 2174.6, end_time: 2175.3 
Word: qualificado, start_time: 2175.3, end_time: 2175.6 
Word: para, start_time: 2175.6, end_time: 2176.3 
Word: casar, start_time: 2176.3, end_time: 2177.7 
Word: bennie, start_time: 2177.7, end_time: 2181.4 
Word: And, start_time: 2181.4, end_time: 2182.0 
Word: Forever, start_time: 2182.0, end_time: 2193.1 
Word: My, start_time: 2193.1, end_time: 2195.3 
Word: brother, start_time: 2195.3, end_time: 2197.5 
Word: is, start_time: 2197.5, end_time: 2197.8 
Word: much, start_time: 2197.8, end_time: 2198.3 
Word: bigger, start_time: 2198.3, end_time: 2198.4 
Word: the, start_time: 2198.4, end_time: 2198.9 
Word: better, start_time: 2198.9, end_time: 2199.0 
Word: better, start_time: 2199.0, end_time: 2201.6 
Word: better, start_time: 2201.6, end_time: 2202.6 
Word: better, start_time: 2202.6, end_time: 2204.0 
Word: off, start_time: 2204.0, end_time: 2206.9 
Word: just, start_time: 2206.9, end_time: 2207.4 
Word: finished, start_time: 2207.4, end_time: 2208.9 
Word: cheio, start_time: 2208.9, end_time: 2209.8 
Word: de, start_time: 2209.8, end_time: 2209.9 
Word: paz, start_time: 2209.9, end_time: 2210.7 
Word: saúde, start_time: 2210.7, end_time: 2211.0 
Word: prosperidade, start_time: 2211.0, end_time: 2213.9 
Word: e, start_time: 2213.9, end_time: 2216.5 
Word: o, start_time: 2216.5, end_time: 2216.7 
Word: menor, start_time: 2216.7, end_time: 2217.8 
Transcript:  Napoli vizinho tá tendo internet entendeu por sorte n inicialmente por cento e suas forças estabelecido no Tratado de Petrópolis 19 Maceió 
confidence: 0.5349367260932922 

Word: Napoli, start_time: 2218.2, end_time: 2219.3 
Word: vizinho, start_time: 2219.3, end_time: 2220.0 
Word: tá, start_time: 2220.0, end_time: 2220.0 
Word: tendo, start_time: 2220.0, end_time: 2220.2 
Word: internet, start_time: 2220.2, end_time: 2221.5 
Word: entendeu, start_time: 2221.5, end_time: 2222.0 
Word: por, start_time: 2222.0, end_time: 2222.3 
Word: sorte, start_time: 2222.3, end_time: 2222.8 
Word: n, start_time: 2222.8, end_time: 2223.4 
Word: inicialmente, start_time: 2223.4, end_time: 2224.1 
Word: por, start_time: 2224.1, end_time: 2225.3 
Word: cento, start_time: 2225.3, end_time: 2225.9 
Word: e, start_time: 2225.9, end_time: 2225.9 
Word: suas, start_time: 2225.9, end_time: 2227.1 
Word: forças, start_time: 2227.1, end_time: 2227.7 
Word: estabelecido, start_time: 2227.7, end_time: 2242.2 
Word: no, start_time: 2242.2, end_time: 2243.6 
Word: Tratado, start_time: 2243.6, end_time: 2244.9 
Word: de, start_time: 2244.9, end_time: 2245.5 
Word: Petrópolis, start_time: 2245.5, end_time: 2246.8 
Word: 19, start_time: 2246.8, end_time: 2251.6 
Word: Maceió, start_time: 2251.6, end_time: 2251.9 
Transcript:  resultado da sul-americana Coritiba 2013 Friedrich froebel and select boot mode never fails Hillsong Worship you for System pause relacionamento 
confidence: 0.8989772796630859 

Word: resultado, start_time: 2254.6, end_time: 2256.3 
Word: da, start_time: 2256.3, end_time: 2256.7 
Word: sul-americana, start_time: 2256.7, end_time: 2257.1 
Word: Coritiba, start_time: 2257.1, end_time: 2258.8 
Word: 2013, start_time: 2258.8, end_time: 2267.2 
Word: Friedrich, start_time: 2267.2, end_time: 2269.6 
Word: froebel, start_time: 2269.6, end_time: 2270.1 
Word: and, start_time: 2270.1, end_time: 2271.8 
Word: select, start_time: 2271.8, end_time: 2275.5 
Word: boot, start_time: 2275.5, end_time: 2277.2 
Word: mode, start_time: 2277.2, end_time: 2280.0 
Word: never, start_time: 2280.0, end_time: 2280.3 
Word: fails, start_time: 2280.3, end_time: 2281.6 
Word: Hillsong, start_time: 2281.6, end_time: 2282.5 
Word: Worship, start_time: 2282.5, end_time: 2283.0 
Word: you, start_time: 2283.0, end_time: 2283.5 
Word: for, start_time: 2283.5, end_time: 2283.9 
Word: System, start_time: 2283.9, end_time: 2284.8 
Word: pause, start_time: 2284.8, end_time: 2285.1 
Word: relacionamento, start_time: 2285.1, end_time: 2288.1 
Transcript:  download da música Mc node request wait did you have Anymore Let It Go 
confidence: 0.67233806848526 

Word: download, start_time: 2295.3, end_time: 2297.7 
Word: da, start_time: 2297.7, end_time: 2302.9 
Word: música, start_time: 2302.9, end_time: 2303.9 
Word: Mc, start_time: 2303.9, end_time: 2333.8 
Word: node, start_time: 2333.8, end_time: 2334.4 
Word: request, start_time: 2334.4, end_time: 2337.5 
Word: wait, start_time: 2337.5, end_time: 2338.5 
Word: did, start_time: 2338.5, end_time: 2342.2 
Word: you, start_time: 2342.2, end_time: 2342.8 
Word: have, start_time: 2342.8, end_time: 2343.5 
Word: Anymore, start_time: 2343.5, end_time: 2344.4 
Word: Let, start_time: 2344.4, end_time: 2344.5 
Word: It, start_time: 2344.5, end_time: 2344.9 
Word: Go, start_time: 2344.9, end_time: 2346.2 
Transcript:  UOL have you ever heard about that you have any you have Fun Fun Fun última thule tem que ser fazer cocô no trecho a última trifil do not have em memoria 16 anos da queda do império generator frustration Mortífera série online Cristóvão Alves livre desbloqueado envolve em negócios por internet 
confidence: 0.8893653750419617 

Word: UOL, start_time: 2355.2, end_time: 2356.4 
Word: have, start_time: 2356.4, end_time: 2356.8 
Word: you, start_time: 2356.8, end_time: 2356.9 
Word: ever, start_time: 2356.9, end_time: 2357.3 
Word: heard, start_time: 2357.3, end_time: 2357.7 
Word: about, start_time: 2357.7, end_time: 2359.3 
Word: that, start_time: 2359.3, end_time: 2374.5 
Word: you, start_time: 2374.5, end_time: 2374.9 
Word: have, start_time: 2374.9, end_time: 2375.1 
Word: any, start_time: 2375.1, end_time: 2376.4 
Word: you, start_time: 2376.4, end_time: 2376.9 
Word: have, start_time: 2376.9, end_time: 2377.2 
Word: Fun, start_time: 2377.2, end_time: 2377.4 
Word: Fun, start_time: 2377.4, end_time: 2377.8 
Word: Fun, start_time: 2377.8, end_time: 2379.6 
Word: última, start_time: 2379.6, end_time: 2381.1 
Word: thule, start_time: 2381.1, end_time: 2381.2 
Word: tem, start_time: 2381.2, end_time: 2381.6 
Word: que, start_time: 2381.6, end_time: 2381.7 
Word: ser, start_time: 2381.7, end_time: 2381.8 
Word: fazer, start_time: 2381.8, end_time: 2382.0 
Word: cocô, start_time: 2382.0, end_time: 2382.7 
Word: no, start_time: 2382.7, end_time: 2383.0 
Word: trecho, start_time: 2383.0, end_time: 2383.5 
Word: a, start_time: 2383.5, end_time: 2383.9 
Word: última, start_time: 2383.9, end_time: 2384.3 
Word: trifil, start_time: 2384.3, end_time: 2385.2 
Word: do, start_time: 2385.2, end_time: 2385.4 
Word: not, start_time: 2385.4, end_time: 2385.7 
Word: have, start_time: 2385.7, end_time: 2386.0 
Word: em, start_time: 2386.0, end_time: 2386.1 
Word: memoria, start_time: 2386.1, end_time: 2388.4 
Word: 16, start_time: 2388.4, end_time: 2392.1 
Word: anos, start_time: 2392.1, end_time: 2392.4 
Word: da, start_time: 2392.4, end_time: 2392.5 
Word: queda, start_time: 2392.5, end_time: 2393.4 
Word: do, start_time: 2393.4, end_time: 2393.5 
Word: império, start_time: 2393.5, end_time: 2393.7 
Word: generator, start_time: 2393.7, end_time: 2395.5 
Word: frustration, start_time: 2395.5, end_time: 2396.5 
Word: Mortífera, start_time: 2396.5, end_time: 2398.1 
Word: série, start_time: 2398.1, end_time: 2398.8 
Word: online, start_time: 2398.8, end_time: 2399.1 
Word: Cristóvão, start_time: 2399.1, end_time: 2401.3 
Word: Alves, start_time: 2401.3, end_time: 2401.9 
Word: livre, start_time: 2401.9, end_time: 2402.7 
Word: desbloqueado, start_time: 2402.7, end_time: 2408.0 
Word: envolve, start_time: 2408.0, end_time: 2411.0 
Word: em, start_time: 2411.0, end_time: 2411.6 
Word: negócios, start_time: 2411.6, end_time: 2411.9 
Word: por, start_time: 2411.9, end_time: 2413.3 
Word: internet, start_time: 2413.3, end_time: 2414.2 
Transcript:  viva Glam for you somos falhos e errantes processo urbanil generated em comercialização de Peres paniágua toque da buzina original do Cobalt automático 1017 automático LXS Como escreve automaticamente 
confidence: 0.8533193469047546 

Word: viva, start_time: 2415.2, end_time: 2415.7 
Word: Glam, start_time: 2415.7, end_time: 2416.1 
Word: for, start_time: 2416.1, end_time: 2416.7 
Word: you, start_time: 2416.7, end_time: 2416.8 
Word: somos, start_time: 2416.8, end_time: 2417.4 
Word: falhos, start_time: 2417.4, end_time: 2417.8 
Word: e, start_time: 2417.8, end_time: 2417.9 
Word: errantes, start_time: 2417.9, end_time: 2417.9 
Word: processo, start_time: 2417.9, end_time: 2420.8 
Word: urbanil, start_time: 2420.8, end_time: 2421.9 
Word: generated, start_time: 2421.9, end_time: 2423.0 
Word: em, start_time: 2423.0, end_time: 2423.0 
Word: comercialização, start_time: 2423.0, end_time: 2424.8 
Word: de, start_time: 2424.8, end_time: 2428.2 
Word: Peres, start_time: 2428.2, end_time: 2428.9 
Word: paniágua, start_time: 2428.9, end_time: 2429.2 
Word: toque, start_time: 2429.2, end_time: 2429.9 
Word: da, start_time: 2429.9, end_time: 2430.1 
Word: buzina, start_time: 2430.1, end_time: 2430.6 
Word: original, start_time: 2430.6, end_time: 2431.1 
Word: do, start_time: 2431.1, end_time: 2432.5 
Word: Cobalt, start_time: 2432.5, end_time: 2437.0 
Word: automático, start_time: 2437.0, end_time: 2441.1 
Word: 1017, start_time: 2441.1, end_time: 2447.8 
Word: automático, start_time: 2447.8, end_time: 2450.4 
Word: LXS, start_time: 2450.4, end_time: 2453.7 
Word: Como, start_time: 2453.7, end_time: 2454.8 
Word: escreve, start_time: 2454.8, end_time: 2457.8 
Word: automaticamente, start_time: 2457.8, end_time: 2464.7 
Transcript:  vídeo assalto de novembro2017 da Integração Mineirão Minas benefícios do futebol para ouvir vídeos dos Power Rangers Ninja Steel Frame 
confidence: 0.7544406056404114 

Word: vídeo, start_time: 2466.5, end_time: 2467.7 
Word: assalto, start_time: 2467.7, end_time: 2468.1 
Word: de, start_time: 2468.1, end_time: 2468.3 
Word: novembro2017, start_time: 2468.3, end_time: 2470.9 
Word: da, start_time: 2470.9, end_time: 2472.3 
Word: Integração, start_time: 2472.3, end_time: 2473.2 
Word: Mineirão, start_time: 2473.2, end_time: 2474.9 
Word: Minas, start_time: 2474.9, end_time: 2475.4 
Word: benefícios, start_time: 2475.4, end_time: 2476.5 
Word: do, start_time: 2476.5, end_time: 2480.8 
Word: futebol, start_time: 2480.8, end_time: 2481.7 
Word: para, start_time: 2481.7, end_time: 2481.9 
Word: ouvir, start_time: 2481.9, end_time: 2482.7 
Word: vídeos, start_time: 2482.7, end_time: 2484.3 
Word: dos, start_time: 2484.3, end_time: 2484.5 
Word: Power, start_time: 2484.5, end_time: 2484.8 
Word: Rangers, start_time: 2484.8, end_time: 2485.6 
Word: Ninja, start_time: 2485.6, end_time: 2487.5 
Word: Steel, start_time: 2487.5, end_time: 2488.4 
Word: Frame, start_time: 2488.4, end_time: 2490.1 
Transcript:  exemplos de Exposições Uivantes tempestades tropicais Devo sair processo da Thássia e neolítico periféricos Ask naelyan 
confidence: 0.7536866664886475 

Word: exemplos, start_time: 2492.5, end_time: 2493.3 
Word: de, start_time: 2493.3, end_time: 2493.5 
Word: Exposições, start_time: 2493.5, end_time: 2495.5 
Word: Uivantes, start_time: 2495.5, end_time: 2496.3 
Word: tempestades, start_time: 2496.3, end_time: 2497.5 
Word: tropicais, start_time: 2497.5, end_time: 2497.6 
Word: Devo, start_time: 2497.6, end_time: 2498.6 
Word: sair, start_time: 2498.6, end_time: 2498.8 
Word: processo, start_time: 2498.8, end_time: 2499.1 
Word: da, start_time: 2499.1, end_time: 2500.4 
Word: Thássia, start_time: 2500.4, end_time: 2500.9 
Word: e, start_time: 2500.9, end_time: 2501.0 
Word: neolítico, start_time: 2501.0, end_time: 2501.8 
Word: periféricos, start_time: 2501.8, end_time: 2504.3 
Word: Ask, start_time: 2504.3, end_time: 2504.8 
Word: naelyan, start_time: 2504.8, end_time: 2505.2 
Transcript:  webcam microboard nb123x Minecraft for What mala e o resto 77 anos se aí site da Multiplus o louvor mais volta é de resto continua dando positivo estado islâmico girona ao movimento estudantil Era o fio do fone da Apple Craft 9minecraft chineses aula de canto dos advérbios só dá desligado 
confidence: 0.8733996748924255 

Word: webcam, start_time: 2507.3, end_time: 2508.0 
Word: microboard, start_time: 2508.0, end_time: 2508.6 
Word: nb123x, start_time: 2508.6, end_time: 2509.5 
Word: Minecraft, start_time: 2509.5, end_time: 2512.5 
Word: for, start_time: 2512.5, end_time: 2512.8 
Word: What, start_time: 2512.8, end_time: 2513.4 
Word: mala, start_time: 2513.4, end_time: 2513.7 
Word: e, start_time: 2513.7, end_time: 2514.5 
Word: o, start_time: 2514.5, end_time: 2515.1 
Word: resto, start_time: 2515.1, end_time: 2515.5 
Word: 77, start_time: 2515.5, end_time: 2516.3 
Word: anos, start_time: 2516.3, end_time: 2516.9 
Word: se, start_time: 2516.9, end_time: 2520.8 
Word: aí, start_time: 2520.8, end_time: 2521.0 
Word: site, start_time: 2521.0, end_time: 2521.6 
Word: da, start_time: 2521.6, end_time: 2521.8 
Word: Multiplus, start_time: 2521.8, end_time: 2522.7 
Word: o, start_time: 2522.7, end_time: 2523.4 
Word: louvor, start_time: 2523.4, end_time: 2524.5 
Word: mais, start_time: 2524.5, end_time: 2525.0 
Word: volta, start_time: 2525.0, end_time: 2526.0 
Word: é, start_time: 2526.0, end_time: 2526.4 
Word: de, start_time: 2526.4, end_time: 2526.5 
Word: resto, start_time: 2526.5, end_time: 2526.8 
Word: continua, start_time: 2526.8, end_time: 2527.4 
Word: dando, start_time: 2527.4, end_time: 2527.9 
Word: positivo, start_time: 2527.9, end_time: 2528.2 
Word: estado, start_time: 2528.2, end_time: 2529.4 
Word: islâmico, start_time: 2529.4, end_time: 2531.6 
Word: girona, start_time: 2531.6, end_time: 2531.9 
Word: ao, start_time: 2531.9, end_time: 2532.0 
Word: movimento, start_time: 2532.0, end_time: 2533.8 
Word: estudantil, start_time: 2533.8, end_time: 2534.1 
Word: Era, start_time: 2534.1, end_time: 2534.8 
Word: o, start_time: 2534.8, end_time: 2534.8 
Word: fio, start_time: 2534.8, end_time: 2535.0 
Word: do, start_time: 2535.0, end_time: 2536.3 
Word: fone, start_time: 2536.3, end_time: 2536.4 
Word: da, start_time: 2536.4, end_time: 2536.6 
Word: Apple, start_time: 2536.6, end_time: 2536.8 
Word: Craft, start_time: 2536.8, end_time: 2537.2 
Word: 9minecraft, start_time: 2537.2, end_time: 2540.2 
Word: chineses, start_time: 2540.2, end_time: 2543.1 
Word: aula, start_time: 2543.1, end_time: 2543.7 
Word: de, start_time: 2543.7, end_time: 2543.8 
Word: canto, start_time: 2543.8, end_time: 2544.2 
Word: dos, start_time: 2544.2, end_time: 2544.4 
Word: advérbios, start_time: 2544.4, end_time: 2547.4 
Word: só, start_time: 2547.4, end_time: 2547.4 
Word: dá, start_time: 2547.4, end_time: 2550.1 
Word: desligado, start_time: 2550.1, end_time: 2550.9 
Transcript:  baixar drive notebook Positivo reiniciando Play Store Google Web Store 
confidence: 0.7372203469276428 

Word: baixar, start_time: 2557.7, end_time: 2558.3 
Word: drive, start_time: 2558.3, end_time: 2558.9 
Word: notebook, start_time: 2558.9, end_time: 2559.2 
Word: Positivo, start_time: 2559.2, end_time: 2559.8 
Word: reiniciando, start_time: 2559.8, end_time: 2562.1 
